Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Growth
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.42,701.85,2019-02-22,6:17:00 PM,Ewallet,668.43,4.761904762,33.4215,8.7,668.4300000000001
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.4,407.32,2019-02-06,5:20:00 PM,Ewallet,387.92,4.761904762,19.396,9.4,387.92
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.79,2019-01-11,10:37:00 AM,Credit card,329.32,4.761904762,16.466,7.5,329.32000000000005
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,2019-01-14,12:09:00 PM,Cash,498.45,4.761904762,24.9225,9.9,498.45
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.98,314.54,2019-03-01,3:32:00 PM,Ewallet,299.56,4.761904762,14.978,4.2,299.56
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.24,214.94,2019-01-06,1:58:00 PM,Ewallet,204.7,4.761904762,10.235,9.9,204.7
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.03,294.65,2019-03-11,1:37:00 PM,Cash,280.62,4.761904762,14.031,6.0,280.62
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,4:49:00 PM,Credit card,323.2,4.761904762,16.16,10.0,323.2
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.33,510.96,2019-01-27,2:55:00 PM,Ewallet,486.63,4.761904762,24.3315,9.5,486.63
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,133.92,2019-03-10,2:04:00 PM,Credit card,127.54,4.761904762,6.377,6.6,127.53999999999999
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.07,253.51,2019-02-15,12:31:00 PM,Cash,241.44,4.761904762,12.072,8.1,241.44
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398.48,2019-01-26,2:51:00 PM,Cash,379.5,4.761904762,18.975,9.7,379.5
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00 PM,Credit card,522.6,4.761904762,26.13,6.2,522.6
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.38,406.88,2019-01-24,8:36:00 PM,Ewallet,387.5,4.761904762,19.375,4.3,387.5
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.57,284.92,2019-03-13,2:16:00 PM,Ewallet,271.35,4.761904762,13.5675,4.6,271.35
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128.43,2019-03-15,10:26:00 AM,Cash,122.31,4.761904762,6.1155,5.8,122.31
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,258.68,2019-03-05,1:30:00 PM,Credit card,246.36,4.761904762,12.318,8.3,246.36
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,181.82,2019-03-04,4:28:00 PM,Cash,173.16,4.761904762,8.658,8.0,173.16
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.83,248.41,2019-03-25,8:18:00 PM,Credit card,236.58,4.761904762,11.829,9.4,236.57999999999998
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.24,194.12,2019-03-12,8:04:00 PM,Credit card,184.88,4.761904762,9.244,6.2,184.88
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,208.69,2019-02-22,10:43:00 AM,Ewallet,198.75,4.761904762,9.9375,9.6,198.75
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.23,718.76,2019-02-16,5:30:00 PM,Ewallet,684.53,4.761904762,34.2265,4.9,684.53
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,2019-01-19,3:28:00 PM,Credit card,269.04,4.761904762,13.452,8.0,269.04
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,288.58,2019-01-04,7:01:00 PM,Cash,274.84,4.761904762,13.742,4.1,274.84
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,2019-03-04,7:48:00 PM,Ewallet,226.12,4.761904762,11.306,5.5,226.12
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.96,125.06,2019-01-28,7:24:00 PM,Ewallet,119.1,4.761904762,5.955,5.4,119.10000000000001
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,17.1,359.2,2019-01-02,1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1,342.09999999999997
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,5.24,110.09,2019-01-04,1:21:00 PM,Cash,104.85,4.761904762,5.2425,7.8,104.85000000000001
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,2019-03-22,7:36:00 PM,Ewallet,407.44,4.761904762,20.372,9.2,407.44
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,100.92,2019-01-25,4:28:00 PM,Ewallet,96.11,4.761904762,4.8055,7.8,96.11
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.6,2019-01-08,1:48:00 PM,Credit card,181.52,4.761904762,9.076,8.7,181.51999999999998
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.16,2019-01-12,5:13:00 PM,Ewallet,114.44,4.761904762,5.722,8.3,114.44
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.83,185.37,2019-02-04,10:23:00 AM,Cash,176.54,4.761904762,8.827,8.2,176.54
266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,1:57:00 PM,Ewallet,115.8,4.761904762,5.79,7.5,115.8
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,2019-01-23,1:29:00 PM,Cash,252.15,4.761904762,12.6075,9.8,252.14999999999998
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.6,1020.7,2019-02-08,1:00:00 PM,Credit card,972.1,4.761904762,48.605,8.7,972.1
301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,213.53,2019-03-19,7:42:00 PM,Credit card,203.36,4.761904762,10.168,6.7,203.36
198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,383.76,2019-01-02,1:40:00 PM,Cash,365.49,4.761904762,18.2745,7.0,365.49
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.8,2019-01-21,6:01:00 PM,Cash,372.19,4.761904762,18.6095,8.9,372.19
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353.17,2019-02-27,5:27:00 PM,Cash,336.35,4.761904762,16.8175,6.9,336.35
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,10,45.32,951.82,2019-03-08,10:53:00 AM,Ewallet,906.5,4.761904762,45.325,7.3,906.5
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.91,145.07,2019-01-31,7:48:00 PM,Credit card,138.16,4.761904762,6.908,6.9,138.16
459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.8,2019-01-13,7:14:00 PM,Ewallet,140.76,4.761904762,7.038,6.4,140.76000000000002
616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702.22,2019-03-09,2:36:00 PM,Credit card,668.78,4.761904762,33.439,9.6,668.78
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.66,937.82,2019-03-19,7:09:00 PM,Ewallet,893.16,4.761904762,44.658,9.0,893.1600000000001
257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,2019-01-20,4:51:00 PM,Ewallet,331.72,4.761904762,16.586,9.6,331.72
345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.2,214.14,2019-03-08,3:37:00 PM,Credit card,203.94,4.761904762,10.197,7.7,203.94
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.34,343.22,2019-02-07,2:38:00 PM,Credit card,326.88,4.761904762,16.344,6.5,326.88000000000005
394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,742.81,2019-03-22,7:35:00 PM,Credit card,707.44,4.761904762,35.372,4.3,707.4399999999999
138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,2019-01-15,3:42:00 PM,Credit card,802.89,4.761904762,40.1445,6.5,802.89
301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.1,7,6.68,140.38,2019-01-15,10:43:00 AM,Cash,133.7,4.761904762,6.685,9.7,133.7
235-46-8343,Giza,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26:00 AM,Credit card,276.6,4.761904762,13.83,8.9,276.6
453-12-7053,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.86,144.08,2019-03-10,5:38:00 PM,Credit card,137.22,4.761904762,6.861,6.5,137.22
891-01-7034,Cairo,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.41,470.67,2019-01-01,7:07:00 PM,Cash,448.26,4.761904762,22.413,6.7,448.26
744-09-5786,Cairo,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.6,138.66,2019-01-02,6:50:00 PM,Cash,132.06,4.761904762,6.603,7.6,132.06
727-17-0390,Alex,Yangon,Normal,Female,Food and beverages,63.61,5,15.9,333.95,2019-03-16,12:43:00 PM,Ewallet,318.05,4.761904762,15.9025,4.8,318.05
767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,4:59:00 PM,Cash,147.8,4.761904762,7.39,6.9,147.8
710-46-4433,Cairo,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,2:15:00 PM,Credit card,696.6,4.761904762,34.83,4.5,696.5999999999999
533-33-5337,Cairo,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.7,833.6,2019-02-07,8:24:00 PM,Cash,793.9,4.761904762,39.695,6.2,793.9
325-90-8763,Giza,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.28,488.98,2019-01-27,1:58:00 PM,Cash,465.7,4.761904762,23.285,7.6,465.70000000000005
639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,3:19:00 PM,Cash,202.6,4.761904762,10.13,4.5,202.6
234-03-4040,Cairo,Mandalay,Member,Female,Food and beverages,73.05,10,36.52,767.02,2019-03-03,12:25:00 PM,Credit card,730.5,4.761904762,36.525,8.7,730.5
326-71-2155,Giza,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02:00 AM,Cash,295.8,4.761904762,14.79,6.1,295.79999999999995
470-32-9057,Alex,Yangon,Member,Male,Food and beverages,51.34,5,12.84,269.54,2019-03-28,3:31:00 PM,Credit card,256.7,4.761904762,12.835,9.1,256.70000000000005
878-30-2331,Giza,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.28,572.78,2019-03-02,11:22:00 AM,Credit card,545.5,4.761904762,27.275,7.1,545.5
440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0,273.05,2019-02-08,1:12:00 PM,Credit card,260.05,4.761904762,13.0025,7.7,260.05
554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233.23,2019-03-22,6:33:00 PM,Cash,222.12,4.761904762,11.106,4.5,222.12
233-34-0817,Giza,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.94,103.78,2019-02-15,11:21:00 AM,Cash,98.84,4.761904762,4.942,8.4,98.84
767-05-1286,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,2019-01-23,12:10:00 PM,Ewallet,502.62,4.761904762,25.131,5.4,502.62
340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40:00 AM,Cash,160.2,4.761904762,8.01,9.7,160.20000000000002
405-31-3305,Alex,Yangon,Member,Male,Fashion accessories,43.13,10,21.56,452.86,2019-02-02,6:31:00 PM,Credit card,431.3,4.761904762,21.565,5.5,431.3
731-59-7531,Cairo,Mandalay,Member,Male,Health and beauty,72.57,8,29.03,609.59,2019-03-30,5:58:00 PM,Cash,580.56,4.761904762,29.028,4.6,580.5600000000001
676-39-6028,Alex,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,5:04:00 PM,Cash,322.2,4.761904762,16.11,6.6,322.2
502-05-1910,Alex,Yangon,Normal,Male,Health and beauty,65.18,3,9.78,205.32,2019-02-25,8:35:00 PM,Credit card,195.54,4.761904762,9.777,6.3,195.54
485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.26,5,8.32,174.62,2019-03-18,4:10:00 PM,Credit card,166.3,4.761904762,8.315,4.2,166.3
598-47-9715,Giza,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.81,353.09,2019-03-07,4:54:00 PM,Ewallet,336.28,4.761904762,16.814,4.4,336.28
701-69-8742,Cairo,Mandalay,Normal,Male,Sports and travel,34.37,10,17.18,360.88,2019-03-16,10:11:00 AM,Ewallet,343.7,4.761904762,17.185,6.7,343.7
541-08-3113,Giza,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.39,554.15,2019-02-02,8:29:00 PM,Cash,527.76,4.761904762,26.388,8.4,527.76
246-11-3901,Giza,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12:00 PM,Cash,328.0,4.761904762,16.4,6.2,328.0
674-15-9296,Alex,Yangon,Normal,Male,Sports and travel,37.14,5,9.28,194.98,2019-01-08,1:05:00 PM,Ewallet,185.7,4.761904762,9.285,5.0,185.7
305-18-3552,Cairo,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,4:19:00 PM,Cash,603.8,4.761904762,30.19,6.0,603.8
493-65-6248,Giza,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,7:48:00 PM,Credit card,369.8,4.761904762,18.49,7.0,369.8
438-01-4015,Cairo,Mandalay,Member,Female,Sports and travel,49.49,4,9.9,207.86,2019-03-21,3:25:00 PM,Ewallet,197.96,4.761904762,9.898,6.6,197.96
709-58-4068,Cairo,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.54,431.44,2019-02-28,2:42:00 PM,Cash,410.9,4.761904762,20.545,7.3,410.9
795-49-7276,Alex,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,6:59:00 PM,Ewallet,148.6,4.761904762,7.43,8.3,148.6
627-95-3243,Cairo,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734.08,2019-02-04,1:21:00 PM,Ewallet,699.12,4.761904762,34.956,9.8,699.12
510-09-5628,Alex,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,6:20:00 PM,Credit card,196.6,4.761904762,9.83,7.2,196.6
608-04-3797,Cairo,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,212.69,2019-03-05,8:24:00 PM,Ewallet,202.56,4.761904762,10.128,8.7,202.56
148-82-2527,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,1:44:00 PM,Credit card,121.2,4.761904762,6.06,8.4,121.2
437-53-3084,Cairo,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,209.77,2019-02-26,11:48:00 AM,Ewallet,199.78,4.761904762,9.989,7.1,199.78
632-32-4574,Cairo,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,637.73,2019-03-20,2:14:00 PM,Cash,607.36,4.761904762,30.368,5.5,607.36
556-97-7101,Giza,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.32,132.76,2019-01-01,3:51:00 PM,Cash,126.44,4.761904762,6.322,8.5,126.44
862-59-8517,Giza,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.07,568.51,2019-01-27,11:17:00 AM,Cash,541.44,4.761904762,27.072,6.2,541.4399999999999
401-18-8016,Cairo,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,2019-01-21,5:36:00 PM,Cash,98.13,4.761904762,4.9065,8.9,98.13000000000001
420-18-8989,Alex,Yangon,Member,Female,Sports and travel,51.52,8,20.61,432.77,2019-02-02,3:47:00 PM,Cash,412.16,4.761904762,20.608,9.6,412.15999999999997
620-02-2046,Giza,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,7:48:00 PM,Ewallet,138.8,4.761904762,6.94,9.0,138.8
282-35-2475,Cairo,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,195.95,2019-03-25,5:53:00 PM,Cash,186.62,4.761904762,9.331,6.3,186.61999999999998
726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,24.18,8,9.67,203.11,2019-01-28,8:54:00 PM,Ewallet,193.44,4.761904762,9.672,9.8,193.44000000000003
387-49-4215,Cairo,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,152.78,2019-01-08,12:50:00 PM,Cash,145.5,4.761904762,7.275,6.7,145.5
862-17-9201,Cairo,Mandalay,Normal,Female,Food and beverages,84.05,6,25.22,529.52,2019-01-29,10:48:00 AM,Credit card,504.3,4.761904762,25.215,7.7,504.29999999999995
291-21-5991,Cairo,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,321.77,2019-03-29,2:28:00 PM,Cash,306.45,4.761904762,15.3225,7.0,306.45
602-80-9671,Giza,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.78,100.48,2019-02-09,5:15:00 PM,Credit card,95.7,4.761904762,4.785,5.1,95.7
347-72-6115,Cairo,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,2019-01-16,6:03:00 PM,Credit card,635.18,4.761904762,31.759,6.2,635.1800000000001
209-61-0206,Alex,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,2019-01-05,5:29:00 PM,Ewallet,214.55,4.761904762,10.7275,6.1,214.55
595-27-4851,Alex,Yangon,Normal,Female,Fashion accessories,54.28,7,19.0,398.96,2019-01-27,6:05:00 PM,Ewallet,379.96,4.761904762,18.998,9.3,379.96
189-52-0236,Alex,Yangon,Normal,Male,Electronic accessories,99.55,7,34.84,731.69,2019-03-14,12:07:00 PM,Cash,696.85,4.761904762,34.8425,7.6,696.85
503-07-0930,Giza,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.44,429.17,2019-02-23,7:49:00 PM,Credit card,408.73,4.761904762,20.4365,8.2,408.73
425-85-2085,Cairo,Mandalay,Member,Male,Health and beauty,54.86,5,13.72,288.02,2019-03-29,4:48:00 PM,Ewallet,274.3,4.761904762,13.715,9.8,274.29999999999995
521-18-7827,Giza,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.85,206.8,2019-01-22,8:46:00 PM,Credit card,196.95,4.761904762,9.8475,8.7,196.95000000000002
600-38-9738,Giza,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,3:05:00 PM,Credit card,359.6,4.761904762,17.98,4.3,359.59999999999997
734-91-1155,Cairo,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.86,143.99,2019-03-26,10:34:00 AM,Credit card,137.13,4.761904762,6.8565,7.7,137.13
451-28-5717,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.95,523.97,2019-03-20,11:23:00 AM,Cash,499.02,4.761904762,24.951,7.3,499.02000000000004
609-81-8548,Alex,Yangon,Member,Female,Home and lifestyle,37.44,6,11.23,235.87,2019-02-06,1:55:00 PM,Credit card,224.64,4.761904762,11.232,5.9,224.64000000000001
133-14-7229,Giza,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.29,132.03,2019-01-01,11:43:00 AM,Cash,125.74,4.761904762,6.287,5.0,125.74
534-01-4457,Alex,Yangon,Normal,Male,Food and beverages,81.71,6,24.51,514.77,2019-01-27,2:36:00 PM,Credit card,490.26,4.761904762,24.513,8.0,490.26
719-89-8991,Alex,Yangon,Member,Female,Sports and travel,91.41,5,22.85,479.9,2019-02-25,4:03:00 PM,Ewallet,457.05,4.761904762,22.8525,7.1,457.04999999999995
286-62-6248,Cairo,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.68,2019-01-16,8:03:00 PM,Credit card,156.84,4.761904762,7.842,9.0,156.84
339-38-9982,Cairo,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.71,2019-01-13,2:55:00 PM,Ewallet,119.72,4.761904762,5.986,6.7,119.72
827-44-5872,Cairo,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28:00 AM,Credit card,543.6,4.761904762,27.18,6.1,543.6
827-77-7633,Alex,Yangon,Normal,Male,Sports and travel,98.09,9,44.14,926.95,2019-02-17,7:41:00 PM,Cash,882.81,4.761904762,44.1405,9.3,882.8100000000001
287-83-1405,Alex,Yangon,Normal,Male,Health and beauty,25.43,6,7.63,160.21,2019-02-12,7:01:00 PM,Ewallet,152.58,4.761904762,7.629,7.0,152.58
435-13-4908,Alex,Yangon,Member,Male,Fashion accessories,86.68,8,34.67,728.11,2019-01-24,6:04:00 PM,Credit card,693.44,4.761904762,34.672,7.2,693.44
857-67-9057,Cairo,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.48,240.98,2019-02-06,7:20:00 PM,Ewallet,229.5,4.761904762,11.475,8.2,229.5
236-27-1144,Giza,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.34,154.13,2019-03-26,10:31:00 AM,Ewallet,146.79,4.761904762,7.3395,8.4,146.79
892-05-6689,Alex,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,1:28:00 PM,Ewallet,141.6,4.761904762,7.08,6.2,141.6
583-41-4548,Giza,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.83,122.52,2019-02-07,11:36:00 AM,Ewallet,116.69,4.761904762,5.8345,7.4,116.69
643-38-7867,Alex,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.9,102.84,2019-03-07,11:44:00 AM,Ewallet,97.94,4.761904762,4.897,6.9,97.94
308-81-0538,Alex,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,5:16:00 PM,Credit card,292.2,4.761904762,14.61,4.9,292.2
358-88-9262,Giza,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.24,551.12,2019-02-01,6:43:00 PM,Ewallet,524.88,4.761904762,26.244,5.1,524.88
243-47-2663,Giza,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.63,118.25,2019-01-28,4:43:00 PM,Credit card,112.62,4.761904762,5.631,5.5,112.62
701-23-5550,Cairo,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163.0,2019-03-19,1:40:00 PM,Ewallet,155.24,4.761904762,7.762,4.9,155.24
647-50-1224,Alex,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,4:23:00 PM,Ewallet,294.2,4.761904762,14.71,8.9,294.20000000000005
541-48-8554,Alex,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.98,2019-01-07,12:08:00 PM,Credit card,548.55,4.761904762,27.4275,6.0,548.5500000000001
539-21-7227,Cairo,Mandalay,Normal,Female,Sports and travel,51.54,5,12.88,270.58,2019-01-26,5:45:00 PM,Cash,257.7,4.761904762,12.885,4.2,257.7
213-32-1216,Alex,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,2019-01-23,10:28:00 AM,Cash,396.36,4.761904762,19.818,7.3,396.36
747-58-7183,Cairo,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180.4,2019-02-09,8:31:00 PM,Ewallet,171.81,4.761904762,8.5905,6.5,171.81
582-52-8065,Cairo,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513.23,2019-02-22,10:49:00 AM,Cash,488.79,4.761904762,24.4395,8.9,488.79
210-57-1719,Cairo,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550.37,2019-02-05,12:34:00 PM,Cash,524.16,4.761904762,26.208,9.7,524.16
399-69-4630,Giza,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.66,139.92,2019-03-07,10:23:00 AM,Credit card,133.26,4.761904762,6.663,8.6,133.26
134-75-2619,Alex,Yangon,Member,Male,Electronic accessories,19.32,7,6.76,142.0,2019-03-25,6:51:00 PM,Cash,135.24,4.761904762,6.762,6.9,135.24
356-44-8813,Cairo,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,2019-01-20,1:45:00 PM,Credit card,112.44,4.761904762,5.622,7.7,112.44
198-66-9832,Cairo,Mandalay,Member,Female,Fashion accessories,72.04,2,7.2,151.28,2019-02-04,7:38:00 PM,Cash,144.08,4.761904762,7.204,9.5,144.08
283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,8:23:00 PM,Ewallet,985.2,4.761904762,49.26,4.5,985.2
712-39-0363,Alex,Yangon,Member,Male,Food and beverages,41.66,6,12.5,262.46,2019-01-02,3:24:00 PM,Ewallet,249.96,4.761904762,12.498,5.6,249.95999999999998
218-59-9410,Alex,Yangon,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,2019-03-29,4:54:00 PM,Ewallet,217.26,4.761904762,10.863,8.2,217.26
174-75-0888,Cairo,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,203.93,2019-03-14,12:32:00 PM,Cash,194.22,4.761904762,9.711,7.3,194.22
866-99-7614,Giza,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,3:42:00 PM,Credit card,892.0,4.761904762,44.6,4.4,892.0
134-54-4720,Cairo,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.97,356.33,2019-01-30,1:58:00 PM,Ewallet,339.36,4.761904762,16.968,5.7,339.36
760-90-2357,Alex,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469.41,2019-03-20,3:08:00 PM,Ewallet,447.06,4.761904762,22.353,5.0,447.06
514-37-2845,Cairo,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.93,208.42,2019-03-20,1:02:00 PM,Cash,198.5,4.761904762,9.925,9.0,198.48999999999998
698-98-5964,Alex,Yangon,Normal,Female,Food and beverages,81.21,10,40.6,852.7,2019-01-17,1:01:00 PM,Credit card,812.1,4.761904762,40.605,6.3,812.1
718-57-9773,Giza,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.66,517.96,2019-02-03,4:40:00 PM,Credit card,493.3,4.761904762,24.665,9.4,493.3
651-88-7328,Alex,Yangon,Normal,Female,Fashion accessories,65.74,9,29.58,621.24,2019-01-01,1:55:00 PM,Cash,591.66,4.761904762,29.583,7.7,591.66
241-11-2261,Cairo,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.97,2019-01-10,10:33:00 AM,Credit card,559.02,4.761904762,27.951,5.5,559.02
